texts,class
พระเจ้ายุติธรรมเสมอให้สมองชาญฉลาดแต่ก็ดึงสุขภาพดีคืนไปคิดถูกที่ให้นางเรียนหมอเพื่อทำประโยชน์ตอบแทนคนอื่นคิดดีตั้งใจดีสุขภาพไม่ดี,1
วันที่เดือนปีกับเซียมซีใบที่วันดีคิดดีทำดีชีวิตจะดีมีความสุข,1
วันเสาร์ที่กรกฎาคมตรงกับขึ้นค่ำเดือนปีระกาวันนี้เป็นวันพระคิดดีพูดดี,1
วันพุธกลางสัปดาห์แล้วมีความสุขกันนะคะคิดดีทำดีมีกำไร,1
บานรับทุกสภาวะไม่ว่าจะแดดฝนเหมือนดั่งชีวิตคนดิ้นรนกันต่อไปคิดดีทำดี,1
วันศุกร์ที่มิถุนายนตรงกับแรมค่ำเดือนปีระกาวันนี้เป็นวันพระคิดดีพูดดี,1
คิดดีทำดีพูดดีแล้วสิ่งดีจะตามมา,1
แม่บอกว่าอย่ามองหาแต่ความผิดคนอื่นจนมองไม่เห็นความผิดตัวเองคิดดีทำดี,1
ททมาโนปิโยโหติผู้ให้ย่อมเป็นที่รักวันนี้วันพระ,1
รวมใจกันสวดมนต์แผ่เมตตาให้โลกนี้สว่างคิดดีพูดดีทำดีศูนย์ปฏิบัติธรรมภาคใต้,1
ขอให้เป็นวันที่ดีเหมือนเดิมนะคิดดีทำดีชีวิตจะมีความสุข,1
ทุกปัญหามีทางออกเสมออยู่ที่เราจะเลือกทางออกหรือจะจมอยู่กับมันคิดบวกคิดดีชีวิตดี,1
วันนี้วันพระสาธุค่ะคิดดีทำดีพูดดีปฏิบัติดีต้องมีซักวันที่เราต้องได้ดีสาธุรู้สึกมองโลกในแง่ดีที่,1
เข้าใจละทำไมเค้าถึงกลับมาดังได้ขนาดนี้เพราะเชื่อมั่นในความดีทำดีคิดดีจิตใจดีทำทุกวันให้ดีเป๊กผลิตโชค,1
เช้านี้วันพระฝนตกชุ่มเลยกำลังใจคิดดีทำดี,1
คิดดีพูดดีทำดีสาธุ,1
มื้อเช้าของชั้นได้กินของอร่อยก็จะอารมดี,1
อย่าให้ใครมากำหนดว่าเราเป็นอย่างนู้นเป็นอย่างนี้เราคิดดีทำดีไม่ทำให้ใครเดือดร้อนมันก็ดีแล้ว,1
สวัสดีวันจันทร์ขอให้เจอแต่สิ่งดีกันนะคะถ้าเกิดมีเรื่องขุ่นเคืองอะไรในใจก็รีบสลัดมันออกไปให้เร็วคิดดีทำดีแล้วสิ่งดีจะเข้ามาเอง,1
ศรัทธาอย่างไม่มีเงื่อนไขศรัทธ่อย่างมีสติคิดดีทำดีรวยรู้สึกได้รับพร,1
อาจจะจงใจแสดงให้เห็นเช่นนี้เพื่ออะไรบางอย่างหรือป่าวคิดดีได้เพิ่ม,1
ขนาดอุตส่าห์ซื้อเรือดำน้ำรถถังอาวุธใหนจะรถไฟความเร้วสูงขุดแม่น้ำโขงลประเคนให้เยอะแยะจีนยังไม่เชิญไปประชุมมันน่าน้อยจัย,1
อารมณ์คือของขวัญล้ำค่าที่บอกว่าเรากำลังคิดอะไรหากคิดดีเราจะอารมณ์ดี,1
วันพระใหญ่ขอให้ต่อไปนี้เจอแต่เรื่องดีคิดดีทำดีได้ดีสาธุ,1
เอาบุญมาฝากค่าทุกคนสบายใจได้ทำบุญวันนี้วันดีอย่าลืมปล่อยสัตว์นะคะวิสาขบูชาทำบุญทําดีสุขใจสติสมาธิคิดดีอภัยอดทน,1
มีวันที่ดีนะโจ้อ้วนมีความสุขในวันทำงานนะคะชาวโลกคิดดีทำดี,1
วิ่งนานมันเหนื่อยอะเน้อไม่เป็นไรนะประตูนี้ทำไม่ได้ไปทำประตูอื่นก็คิดดี,1
วันศุกร์มีแต่สุขสุขกายสุขใจคิดดีทำดีเจอสิ่งดี,1
ถ้าเราเชื่อว่ามันดีมันก็ต้องดีสิเชื่อมั่นคิดดีทำดีแต่พูดดียังไม่ค่อยได้,1
ขอเป็นกำลังใจให้สารวัตรชุมพรคุณทำถูกแล้วคิดดี,1
คิดดีต้องเรื่มต้นจากสิ่งใดก่อนนะ,1
ใครจะว่ายังไงไม่รู้แต่เราเชื่อว่าน้องสรคือหนึ่งในคนที่เราสามารถเรียกว่าไอดอลได้เต็มปากคิดดีพูดดีแบบอย่างที่ดี,1
คิดดีทำดีตั้งใจทำงานไม่ใส่ร้ายใครไม่ใช่สักแต่จะพูดแค่นี้ก็เพียงพอแล้วกู๊สไนท์,1
จงหาจุดยืนให้ตัวเองเพราะมั่วแต่ตามรอยคนอื่นเราจะไม่มีรอยเท้าเป็นของตัวเองจงศรัทธากับเส้นทางที่เราเลือกแล้วก้าวเดินไปด้วยความทระนงคิดดี,1
พรุ่งนี้วันพระคิดดีพูดดีทำดีชนคนที่เรารักทำบุญกัน,1
คิดดีทำดีรักดีกตัญญูอนาคตดี,1
คิดดีพูดดีทำดีย่อมได้ดีสวดธรรมจักกัปปวัตตนสูตร,1
สวดทุกวันได้บุญทุกวันสวดมนต์เป็นนิจจิตแจ่มใสสวดวนไปจบ,1
ความอ้วนไม่เคยทำร้ายใครคิดดีอร่อยดีกินต่อไป,1
ทำงานทั้งวันก็ดีนะจะได้ไม่มีเวลาไปสนใจอย่างอื่นคิดดี,1
รำลึกวันช้างไทยช่วยกันดูเเลเขากันนะครับคิดดีทำดีชีวิตดี,1
คิดอย่างพระคิดดีพูดดีทำดีสิ่งดีจะเกิดขึ้นสวนกระแสอย่าให้มารได้ช่อง,1
ยิ่งนานยิ่งเห็นยิ่งนิสัยนะเออวะต้องอยู่แบบสตรองในทุกที่เลยยกเว้นในจิตใจตัวเองไม่คิดร้ายใครคิดดีมองโลกแบบสวย,1
ทำพูดคิดชั่วได้ทุกนาทีแต่พอจะทำดีต้องดูฤกษ์ยาม,1
อาวุธมิได้มีไว้เพื่อข่มเหงใครหากแต่มีไว้เพื่อปกป้องคิดดีทำดีก็ขอให้บุญรักษา,1
จะสามสิบละจะคิดจะทำอะไรก็ทำค่ะคิดดีทำดีไม่ผิดศีลก็โอเคนะหงอกบนหัวน้อยหน่อยได้มั้ย,1
เมื่อเจออุปสรรคหรือปัญหาอย่ามัวแต่ก้มมองหมกมุ่นกับปัญหาแค่ลองเปลี่ยนมิติการมองคุณอาจเจอแสงสว่างที่สวยงามกำลังใจสู้คิดบวกคิดดี,1
สดชื่นวิ่งคู่สร้างสุขภาพสะสมรอยยิ้มภรรยาคิดดีทำดี,1
หากสิ่งที่ทำเป็นสิ่งที่ดีก็จงทำต่อไปความดีสิ่งดีทำดีคิดดี,1
ธรรมะมีให้ใช้ถูกกาละเจอคนพาลมีอำนาจต้องใช้ปัญญาสวดมนต์อธิฐานขอบุญเก่าในตัวเกิดคิดดี,1
มโนดีวจีก็จะดีตามฝึกคิดดีพูดดี,1
แคร์เฉพาะคนที่ควรแคร์สนใจเฉพาะคนที่ควรสนใจแคร์บอกตัวเองข้อคิดข้อคิดดีดีความรู้สึกล้วนแคปชั่นความคิดความรู้สึกคิดดี,1
วันนี้วันพระวางเรื่องราววุ่นวายภายนอกทำใจเราให้นิ่งมีสติคิดดีพูดดีทำดีให้ได้ตลอดเวลาธรรมจะรักษาผู้ประพฤติธรรมวันพระทำบุญนะ,1
ปะเตะหญ้าเทียมกันคิดดี,1
เช้านี้คิดบวกคิดดียิ้มอ่อนให้ตัวเราหรือยังรักตัวเราให้มากเรารักตัวเองได้ทันทีชั่วโมงยิ้มให้ตัวเองโอบกอดหัวใจเราเอง,1
วันทหารผ่านศึกอย่าลืมช่วยซื้อดอกป๊อปปี้ช่วยเหลือครอบครัวทหารทำบุญคิดดีทำดีชีวิตดี,1
เริ่มต้นด้วยการคิดดีสติก้จะพาเราไปสู่ความสุขที่ดีทักทายชาวเฟซยามบ่ายขอให้มีความสุขในวันทำงานนะครับเพื่อเรา,1
คิดดีทำดีพูดดีแค่นี้ได้ดีแน่นอนปฎิทินวันพระคิดดีทำดีพูดดีได้ดี,1
พรสามประการที่ทำให้ชีวิตเป็นสุขโดยไม่ต้องไปขอจากใครสร้างความสุขด้วยตัวเราเองคิดดีพูดดีทำดี,1
ต่อให้มีแฟนกูก็จะชอบเพราะกูเชื่อว่าสักมันก็ต้องเลิกกันฮ่าฮ่าฮ่าคิดดีฝันดีนะจ๊ะ,1
คิดดีพูดดีทำดีข้อปฏิบัติง่ายก็ได้บุญแล้วสะสมสติในทุกวันละความเป็นตัวกูของกูขอให้บุญนี้ส่งถึงผู้ที่ได้เห็นได้อ่านได้รู้แจ้งในธรรม,1
คิดดีทำดีทำโดยไม่ต้องมีใครมาบอกคอยดูเราการกระทำ,1
สิ่งดีเหล่านั้นจะกลับมาหาเองผล,1
วันนี้วันพระเชิญพุทธศาสนิกชนทำบุญที่วัดใกล้บ้านหรือวัดที่ท่านคุ้นเคยคิดดีพูดดีทำดีด้วยการมาสวดธัมจักที่มหาธรรมกายเจดีย์,1
เสื้อผ้าอาภรณ์สิ่งภายนอกไม่ได้บ่งบอกถึงจิตใจภายในของคนปีใหม่เจอแต่สิ่งดีมีความสุขถ้วนหน้าปีใหม่คิดดีทำดีทำความดีต่อเนื่องนะคะ,1
การรอคอยมีค่าเสมอถึงไม่ได้ตามที่หวังแต่ก็สอนให้อดทนคิดดี,1
ถ้าคิดดีคิดบวกอะไรมันก็จะดีสู้นะเป็นกำลังให้,1
ปลอบตัวเองหลับในอ้อมกอดของจักรวาลคิดดีชีวิตรุ่ง,1
เมื่อเวลาผ่านไปเราจะรู้ได้ว่าอะไรสำคัญคิดดีทำดี,1
ถ้าเธอไม่ทำงานเธอจะไม่มีกินนะคิดดีต่อไปนี้จะไม่พูดคำหยาบคิดดีทำดีพูดดีค่ะ,1
อรุณสวัสวันทำงานคิดดีทำดีครอบครัวมีสุขรู้สึกสดชื่น,1
จงรักษาสมองคิดดีพูดดีทำดีนำพามาซึ่งสังคมดี,1
ที่เขาไม่ตอบบางครั้งเน็ตบ้านพ่อเขาอาจโดนตัดก็ได้คิดดี,1
วันนี้มีความสุขจังพูดดีคิดดีทำใจให้สุขก็จะสุข,1
ใช้ใจให้สอดคล้องกับสมองคิดคิดดีทำดีสร้างสิ่งที่ดี,1
บริจาคผ้าถุงดำให้ปชชยืมเพื่อใส่สักการะพระบรมศพคิดดีทำดี,1
เจมส์จิน้อมนำคำสอนในหลวงใช้ในดำเนินชีวิตคิดดีทำดีย่อมมีแต่สิ่งที่ดีงามเสมอ,1
การทำสิ่งใดก็ตามขอให้มีสติเสมอคิดดีทำดีมีสติ,1
ถ้าเราทำดีคิดดีจะกลัวอะไรทำดีต่อไปตัวเราเท่านั้นที่รู้,1
ลูกจะสอนพวกเขาให้เป็นคนดีแบบที่พ่อสอนคิดดีทำดีเพื่อพ่ออนุโมทนาสาธุด้วยกันจ้าพริ้วพราวทำดีคิดดี,1
ชีวิตเราต้องเดินต่อไปคิดดีทำดีเรารักในหลวง,1
ยิ้มแบบไหนที่จะถูกใจกรรมการคิดดีทำดี,1
เหนื่อยนักยังไงก็ต้องทำคิดบวกคิดดีคิดในสิ่งที่จะได้เข้าไว้นะ,1
โอกาสที่ได้จากคนที่เรารักควรจะทำให้มันดีไม่ใช่ว่าโอกาสจะมีใหม่ได้ตลอดคิดดี,1
คิดดีทำดีชีวิตก็ดีน้อมนำคำสอนขององค์สัมมาสัมพุทธเจ้ามาปฎิบัติ,1
ดีเห็นด้วยอย่างแรงทำเพื่อตัวเองบ้างคิดดี,1
ดีนะที่ทำงานเสร็จพอดีเหลือแค่เช็คความเรียบร้อยคิดดี,1
คิดดีทำดีวันสุขใจอีกหนึ่งวัน,1
คิดดีทำดีพูดดีจากนี้จะเป็นคนใหม่แล้วนะสัญญาทุกคำพูดที่ออกจากปากล้วนออกมาแต่สิ่งดีดี,1
ไปลามาไหว้สมบัติผู้ดีครับสอนน้องคิดดีทำดีชีวิตดี,1
เมื่อมันใช่มันจะอยู่กับเราคิดดี,1
สิ่งไน๋เกิดขึ้นแร้วสิ่งนั้นย่อมดีเสมอสัจธรรมชีวิตคิดบวกคิดดีชีวิตย่อมมีความสุข,1
การคิดดีคิดบวกสร้างความรู้สึกดีเสมอมาเติมพลังใจด้วยการคิดดีกันนะคะ,1
อรุณสวัสดิ์ยามเช้าเบิกบานจิตใจคิดดีทำดีก็พอเพียงแล้ว,1
ตั้งใจเรียนรีบทำงานเลี้ยงแม่บ้างแม่เลี้ยงมาจนโตเป็นควายแล้วคิดดี,1
วันนี้โชคดีจังบอกตัวเองทุกวันฝองจื้อคิดดี,1
ทำบุญเลี้ยงพระที่บ้านคิดดีทำดีพูดดีสบายใจ,1
อุปสรรค์คือบททดสอบที่ดีจะต้องฝ่ามันไปให้ได้คิดดีทำดี,1
โตแล้วต้องคิดให้มากกว่าพูดบางทีคิดจนไม่ได้พูดแต่ก็ดีกว่าพูดแล้วไม่คิดเนอะงงไหมคิดดีคิดบวกโตแล้วเนอะ,1
กัลยาณมิตรคือทั้งหมดของพรหมจรรย์อยู่กับคนเช่นไรก็เป็นคนเช่นนั้นคิดดี,1
ทำดีทุกวันไม่ว่าจะวันไหนสวัสดีวันพฤหัสบดีทำดีคิดดีพูดดี,1
เริ่มต้นวันแรกของสัปดาห์ด้วยรอยยิ้มที่สดใสดูแลรักษาสุขภาพกายใจความคิดกันด้วยนะจ๊ะคิดดีทำดีชีวีมีสุข,1
ไม่ว่าอยู่ที่ไหนเราก็สามารถมีความสุขได้ด้วยการคิดดีพูดดีทำดีชีวิตเรียบหรู,1
สวัสดีวันหยุดงดเหล้าเข้าพรรษาทำบุญลดละกรรมปลูกต้นไม้ให้ป่าชะอำทำดีคิดดีพูดดีเดินทางปลอดภัย,1
พรุ่งนี้วันพระเชิญชวนสมาชิกในครอบครัวไปสังสมบุญที่วัดใกล้บ้านหรือวัดที่เราคุ้นเคยกันนะคะคิดดีพูดดีทำดีกันค่ะ,1
ทำอะไรแล้วสบายใจไม่ทุกข์ใจมักจะมีความสุขเสมอคิดดีทำดีได้ดี,1
ธรรมะข้อคิดกำลังใจธรรมกายคิดดีพูดดีทำดี,1
ชีวิตคนเราน่ะมันไม่มีอะไรมากหรอกแค่คิดดีทำดีพูดดีสิ่งดีก็จะเข้ามาเองอย่ามัวแต่ใช้ชีวิตอิจฉาคนอื่น,1
วันดีวันพระคิดดีพูดดีทำดีชีวีก็มีความสุข,1
คิดเหนือคิดเอาชนะก็แพ้และเหนื่อยตั้งแต่เริ่มคิดคิดดีคิดบวกคิดให้อภัยก็ชนะเบาสบายใจแล้วเมื่อเริ่มต้นคิด,1
เป็นความรู้สึกที่ว่ามีแฟนก็อวดไปเถอะแฟนไม่รู้จะมีให้อวดไปถึงเมื่อไรคิดดี,1
นายอิทคิดแผนเซอร์ไพรส์ชนมนคิดดีน่ารักมากรักสุดฤทธิ์,1
เรื่องต่างที่เกิดขึ้นในชีวิตเกิดจากความคิดกฏแห่งแรงดึงดูดดีมากค่ะดูให้จบนะคะคิดดีคิดบวก,1
ถ้าเขาอยากอยู่กับเราจริงคงทำทุกวิถีทางที่ทำให้เราได้อยู่ด้วยกันคิดดี,1
วันนี้วันพระคิดดีทำดีพูดดีนะคะและทุกอย่างจะดีเองบ้านโรงโป๊ะตตะเคียนเตี้ยอบางละมุง,1
ไม่มีอะไรแย่ไปกว่าความคิดแย่ของเราคิดดีทำดีเดี๋ยวก็ดีเอง,1
บางทีก็คิดว่าคนที่ประสบความสำเร็จอาจไม่จำเป็นต้องเรียนสูงเสมอไปคิดดี,1
ธรรมะสวัสดีคะวันพระวันฉัตรมงคลคิดดีทำดีมีแต่สิ่งดีดีนะคะสาธุ,1
จงสร้างเสริมความแข็งแกร่งโครงข่ายความคิดบวกให้สมองคิดบวกคิดดี,1
ขอบคุณนะคิดดีชีวิตดี้ดีพักบ้างรัยบ้างชีวิตคิดบวกอย่าคิดเยอะ,1
คนที่สำคัญที่สุดคือคนที่อยู่ตรงน่าคิดดี,1
เผื่อใครอยากได้รายละเอียดการเรียนปโทเกาหลีศึกษาจุฬามโซลนะคิดดี,1
ทำดีทำได้แต่อย่าทำจนกลายเป็นทำร้ายตัวเองคิดดีคิดบวกรู้สึกเจ็บปวด,1
ตังแต่วันนี้ะงดเหล้าเพราะทำลายเซลล์สมองคิดดี,1
ปล่อยวางกับทุกอย่างนะคะคิดดีทำดีพูดดีชีวิตดีดี,1
คนที่ควรจะได้รับสิ่งดีคือคนที่น้อมรับสิ่งดีเข้ามาหาตัวคิดดีทำดีพูดดี,1
คิดดีพูดดีทำดีเริ่มต้นใหม่ปีใหม่นี้และตลอดไป,1
คิดดีทำดีไว้ก่อนอนุโมทนาสาธุค่ะ,1
ใครจะคิดยังไงก็ช่างขอแค่เราคิดดีก็พอคิดดี,1
ตราบเท่าที่เรายังคงหายใจเราต้องดีใจที่มีอะไรทำเยอะแยะคิดดี,1
ความสวยไม่คงที่ความดีสิคงทนความสวยสะดุดตาความดีสะดุดใจคิดดีทำดีใฝ่ดีสักวันต้องได้ดี,1
เป็นกำลังใจให้น้ำหวานนางเก่งและมีทางไปต่อแน่นอนคิดดีมีความสามารถทีมคริส,1
ทำบุญแล้วจิตใจสบายคิดดีปฎิบัติดีพูดดีเอาที่สบายใจน่ะดี,1
โฟกัสที่ความสุขคิดดีทำดีพูดดี,1
กำลังใจดีเริ่มได้ที่เราคิดดี,1
เดินหน้าไปเถอะอย่าท้อเพราะคำคนสู้สู้คิดดีคิดดีบทความ,1
สวัสดีเช้าวันพุธสุขสดใสตลอดวันนะค่ะ,1
คิดดีพูดดีทำแต่สิ่งดีชีวิตจะมีแต่ความสุขค่ะ,1
ให้มันเป็นรสชาติของชีวิตคิดดี,1
การทำบุญที่ใกล้ตัวที่สุดคือคิดดีทำดีพูดดีกับคนใกล้ตัว,1
วัดธารวดีตบางจากนี่ไม่ใช่ตำหนักแก้วหน้าม้าน่ะวันนี้วันพระอยู่ในศีลในธรรมคิดดีพูดดีทำดี,1
ราศีสิงห์ในช่วงนี้จะมีดวงเป็นซุปตาร์หมอลักษณ์ฟันธงคิดดีพูดดีทำดีสาธุ,1
วันนี้วันพระสวดมนต์ไหว้พระถือศิลกันนะครับคิดดีพูดดีทำดี,1
ยิ้มสร้างมิตรเศร้าสร้างทุกข์ร้ายสร้างศัตรูรู้สร้างปัญญาเมตตาสร้างอภัยความเข้าใจสร้างคนดีคิดดีทำดี,1
ลองมองโลกในมุมที่แตกต่างดูบ้างแล้วเราจะเห็นสิ่งที่เหมือนเดิมไม่เหมือนเดิมอีกต่อไปคิดดี,1
สร้างบุญดีกว่าสร้างบาปนะจ๊ะคิดดีทำดีแค่นี้ก็พอแล้วรู้สึกสดชื่น,1
สวัสดีวันพุธวันฝนตกวันที่ไม่น่าลุกจากเตียงไปทำงานคิดดีคิดบวกนะคะ,1
สวัสดีวันนี้วันพระจากอินเดียพุทธคยาคิดดีทำดีพูดดีจิตใจก็ดีเป็นบุญเป็นกุศลไม่เบียดเบียนใคร,1
เราไม่ได้ต้องการคนที่จะมีเวลาคุยกับเราตลอดเวลามันก็ต้องมีบ้างที่จะเหนื่อยคุยกันแต่ไม่เหนื่อยที่จะรักกันคิดดีคิดเข้าข้างตัวเอง,1
ทำไมงานก็ยุ่งเครียดก็เครียดแต่ทำไมถึงยังมีความสุขคิดบวกคิดดี,1
ถ้าอยากมีความสุขก็อย่าเอาความทุกข์มาใส่สมองคิดดีคิดบวก,1
คิดดีใครหวังดีกับเราคนนั้นแหละที่รักเราอยู่ที่ว่าเค้าจะรักเราแบบไหนและเราจะรักเค้ามั้ย,1
คิดดีส่งความเสี่ยวส่งความเสี่ยวก่อนนอน,1
อีกหนึ่งเหตุผลที่รักเธอเธอทำให้ฉันอยากเป็นคนที่ดีขึ้นเลิกเหล้ากินผักกินผลไม้ออกกำลังกายคิดดีพูดดีทำดีเข้าใจคนอื่น,1
เครียดเพราะคิดวนสับสนเพราะคิดมากลำบากเพราะคิดนานเบิกบานเพราะคิดดี,1
ขอให้มีความสุขแบบนี้นานนะคิดดี,1
อิสระของจิตมีอยู่ประการคิอศีลธรรมสมาธิและความรู้พระพุทธเจ้ามหาศาสดาโลกพูดดีคิดดีทำดี,1
คืออยากเอาโทสับเข้าไปเล่นในห้องน้ำได้ไงพาวเวอแบงค์ก็ไม่มีคงต้องไปขอร้องให้พ่อทำปลั๊กไว้ในห้องน้ำให้แล้วแหละคิดดี,1
ชอบความคิดของผู้ชายคนนี้จะมีซักกี่คนคิดดีบ้านตัวเอง,1
ถ้าวันนี้ถูกต้องก็ไม่ต้องกลัวพรุ่งนี้คิดดีพูดดีและทำดีมอร์นิ่งครับ,1
กินตอนดึกไม่อ้วนโลกสวยคิดดีกินอร่อยนอนหลับแบ่งปันบอกกันอร่อยหนักมาก,1
ฉลาดที่จะคิดฉลาดที่จะพูดฉลาดที่จะทำฉลาดที่จะใช้ชีวิตฝันดีมีความสุขคิดดีรู้สึกยินดี,1
ความคิดตรงของคนคิดดีอย่าเพิ่งคิดว่าเราทำไม่ได้ถ้าแม้เราไม่เคยที่จะทำ,1
โชคดีนะที่อ้วนไม่งั้นคงปลิวไปกับลมคิดดี,1
ถ้าเราลบความทรงจำได้แล้วจะเหลืออะไรเป็นบทเรียนคิดดี,1
ไม่มีอะไรจะทำร้ายเธอได้เท่ากับเธอทำตัวของเธอเองคิดดีรักตัวเองให้มากสุดท้ายก็มีแค่เรากับเงาเท่านั้น,1
ดีชั่วอยู่ที่ตัวทำสูงต่ำอยู่ที่ทำตัวคิดดี,1
สวัสดีเช้าวันพระค่ะคิดดีพูดดีทำดีสิ่งดีจะเกิดกับตัวเรานะคะ,1
คิดดีพูดดีทำดีคือพรที่ดีที่สุดสำหรับชีวิตย์ลองเริ่มต้นแล้วชีวิตจะเปลี่ยนไป,1
อนาคตดีดีสร้างได้ด้วยตัวเราเองคิดดีทำดีดึงสติแปป,1
จริงเราเปลี่ยนความคิดใครไม่ได้แต่เราสามารถเปลี่ยนความคิดของเราได้คิดดีทำดีคงพอแล้วณจุดนี้,1
คิดดีทำดีสบายใจสวยสวยอารมณ์ดีมีความสุขภูมิใจอย่างมาก,1
ฟังให้มากพูดให้พอประมาณจะพบพานสิ่งที่ดีคิดดีพูดดีทำดี,1
บางครั้งก็อยู่ที่เรามองว่าเรามองมันในแง่ไหนคิดดี,1
คิดแบบใดก็จะได้คุณภาพชีวิตแบบนั้นคิดดีพูดดีทำดีชีวิตก็ดีตาม,1
น่าฟังมากค่ะได้ข้อคิดคุณอนันต์อัศวโภคินให้โอวาทแก่พนักงานห้องชีวิตเนรมิตนิสัยคิดดีทำดีพูดดี,1
วันนี้วันเกิดแม่คิดดีทำดีไว้นะแผ่เมตตาก่อนนอนแปป,1
ถึงจะทำงานผิดพลาดแต่ทุกงานก็จะทำให้มันดีที่สุดคิดดีชีวิตดี๊ดี,1
ค่านิยมดีต้องมีในหัวใจคิดดีทำดีทำได้,1
ลุกขึ้นจากเตียงนอนแล้วมาเปิดไฟให้อนาคตดีกว่าพูดดีคิดดี,1
จริยธรรมมันต้องมีกันทุกคนคิดดีทำดีอะไรมันก็ดีเอง,1
เอาบุญมาฝากทุกคนคะสาธุนะคะจิตใจสงบคิดดี,1
วันนี้จะรีบกลับบ้านไปอ่านหนังสือคิดดี,1
หมดศรัทธาในความรักแต่มั่นใจในอนาคตคิดดี,1
ทำดีด้วยการฝึกจิตให้เป็นกุศลคิดดี,1
คิดดีทำดีพูดดีค่ำคืนนี้หลับฝันดีนะครับบ,1
ธรรมมะก่อนนอนขอจงแน่วแน่ในการทำความดีคิดดีทำดีพลังสิ่งดีมีอยู่จริง,1
คิดเล่นถ้ากูตายหลายคนก็ต้องเสียใจงั้นก็ไม่ตายดีกว่าคิดดี,1
ความสุขอยู่ที่คิดดีพูดดีชีวิตก็ดีดี้,1
น่อวมองกล้องด้วยนะจ๊ะไถ่ชีวิตโคกระบือคิดดีทำดีชีวิตดี,1
ท่าที่เรามีที่เราเป็นนี้ก็คือสิ่งที่จะนำเราพบแต่ความสุขแล้วคิดดีแล้วสิ่งที่ดีก็จะตามมา,1
คิดดีพูดดีทำดีชีวีมีสุขก็คิดถึงอ่ะจะพยายามอะไรอีกล่ะไปหามั้ย,1
คิดดีขอบคุณสำหรับทุกคำอวยพรนะครับขอให้สิ่งดีเกิดขึ้นกับทุกคนนะครับคิดดีพูดดีทำดี,1
มีคนเคยบอกว่าเปลี่ยนความคิดชีวิตเปลี่ยนวันดีดีคิดดี,1
คนทุกคนล้วนมีสุขมีทุกข์ปะปนกันไปเชื่อว่าไม่มีใครมีทุกข์ได้ตลอดเวลาหรอก,1
มาเจอกับเชฟแพนด้าและมีสุขได้ในงาน,1
สวยใสวัยรุ่นอย่างน้องก็ไว้ใจใช้มีสุขค่ะ,1
อ่อนโยนแม้ผิวบอบบางแพ้ง่ายรักษาฟื้นฟูดูแลบำรุงผิวมีปัญหาเราคือมีสุข,1
มีสุขคุณค่าธรรมชาติเพื่อผิวสวยของคุณทุกเพศทุกวัยจริงจร๊า,1
พืชไทยจากธรรมชาติอย่างใบบัวบกมีประโยชน์กับผิวมากรักษาสิวสิวหนองและร่องรอยของสิวให้หายเร็วขึ้นมีสุข,1
มาแล้วจ้ามีสุขกาแฟสกัดเย็น,1
ถ้าป่วยแลเวจะอ้อนขนาดนี้นะมีสุขมีสุขคือชื่อหมา,1
น้องมีสุขน่ารักสดใสมีสุขกันนะคร่า,1
สัญญาจะจัดหาผลิตภัณฑ์จากธรรมชาติมามอบให้ทุกคน,1
มีสุขใช้เป็นประจำทำให้ผิวแน่นนุ่มเนียนรูขุมขนบนใบหน้ากระชับขึ้นผิวจึงเรียบเนียนแต่งหน้าก็ง่ายดายขึ้นไม่ต้องโบ๊ะ,1
ดีใจได้ดริปมีสุขได้สนทนาได้เห็นรอยยิ้มของคนดื่มความสุขของช่างคั่วกาแฟอยู่ตรงนี้นี่เอง,1
มีสุขเบลนด์ในความเห็นของนักดื่มขอบคุณและอนุโมทนาด้วยค่ะเรายังคั่วมีสุข,1
มีสุขลูกค้ารุ่นเดอะทำบุญร่วมชาติกันเด้อ,1
อยากตื่นมานั่งเล่นแบบนี้ทุกวันมีสุข,1
ชีวิตคนเราไม่มีใครมีสุขโดยไม่ทุกข์ดังนั้นในยามเวลาที่เรามีทุกข์ยังมีความสุขรอเราอยู่เสมอ,1
แบร่ชีวิตไม่ได้มีแต่ทุกข์มีสุขมีทุกข์ปนกันไป,1
เทอเปลี่ยนไปเยอะเรยนะมีสุขมีความคิดถึงนางมีสุขแมวหน้าขี้โกง,1
แค่ไลน์ก็ทำให้งานลื่นขอบคุณจิงจิงเทคโนโลยีมีสุข,1
ตอนมีก้ดีนะเเต่ตอนนี้เราอยุ่คนเดียวเเบบไม่มีใครเลยมันดีกว่ามีสุขชอบอยุ่คนเดียว,1
พานรมาแข่งออกนอกรรลัลล้าดี๊ด๊ามีสุขอิอิ,1
ดูเดอะสตาร์มาปีมีแค่สองคนที่เค้าโหวตให้คือเจ้หมายเลขกับบิ๊กหมายเลขแปดและเป็นแชมป์ทั้งคู่มีสุข,1
อย่าให้ความสำคัญกับคนอื่นมากเกินไปแคร์ความรู้สึกตัวเองดีที่สุดปล่อยว่าแล้วสมองจะโล่งจนเลิกคิดไปเองมีสุข,1
มีสุขสบายใจไม่มีใครแย่งกินกินเป็นอยู่ตัวเดียว,1
สามแสบเบาะไม่นอนนอนในลังกระดาษ,1
เค้าคงเป็นแฟนกันแหละฮื้อน่ารักเห็นเขาพูดขอบคุณทั้งที่นี่ไม่ค่อยได้ช่วยไรก็ปลื้มใจข่าไก่ผู้หญิงถึงผู้หญิงมากข่ามีสุข,1
มีสุขอิ่มอร่อยเที่ยวสนุกแหลมพรหมเทพราไวย์,1
